x=6;y=3;tile=floor
x=7;y=3;tile=floor
x=8;y=3;tile=wall
x=0;y=4;tile=wall
x=1;y=4;tile=floor
x=2;y=4;tile=floor
x=3;y=4;tile=wall
x=4;y=4;tile=floor;entities=player:id=player
x=5;y=4;tile=wall
x=6;y=4;tile=floor
x=7;y=4;tile=floor
x=8;y=4;tile=wall
x=0;y=5;tile=wall
x=1;y=5;tile=floor
x=2;y=5;tile=floor
x=3;y=5;tile=floor;entities=crate:id=main_c2
x=4;y=5;tile=floor
x=5;y=5;tile=goal
x=6;y=5;tile=floor
x=7;y=5;tile=floor
x=8;y=5;tile=wall
x=0;y=6;tile=wall
x=1;y=6;tile=floor
x=2;y=6;tile=floor
x=3;y=6;tile=wall
x=4;y=6;tile=wall
x=5;y=6;tile=wall
x=6;y=6;tile=floor
x=7;y=6;tile=floor
x=8;y=6;tile=wall
x=0;y=7;tile=wall
x=1;y=7;tile=floor
x=2;y=7;tile=floor
x=3;y=7;tile=floor
x=4;y=7;tile=floor
x=5;y=7;tile=floor
x=6;y=7;tile=floor
x=7;y=7;tile=floor
x=8;y=7;tile=wall
x=0;y=8;tile=wall
x=1;y=8;tile=wall
x=2;y=8;tile=wall
x=3;y=8;tile=wall
x=4;y=8;tile=wall
x=5;y=8;tile=wall
x=6;y=8;tile=wall
x=7;y=8;tile=wall
x=8;y=8;tile=wall
[meta]
name=Open House
author=Will + Claude

[level:main]
width=9
height=9
x=0;y=0;tile=wall
x=1;y=0;tile=wall
x=2;y=0;tile=wall
x=3;y=0;tile=wall
x=4;y=0;tile=wall
x=5;y=0;tile=wall
x=6;y=0;tile=wall
x=7;y=0;tile=wall
x=8;y=0;tile=wall
x=0;y=1;tile=wall
x=1;y=1;tile=floor
x=2;y=1;tile=floor
x=3;y=1;tile=floor
x=4;y=1;tile=floor
x=5;y=1;tile=floor
x=6;y=1;tile=floor
x=7;y=1;tile=floor
x=8;y=1;tile=wall
x=0;y=2;tile=wall
x=1;y=2;tile=floor
x=2;y=2;tile=floor
x=3;y=2;tile=floor
x=4;y=2;tile=floor
x=5;y=2;tile=floor
x=6;y=2;tile=floor
x=7;y=2;tile=floor
x=8;y=2;tile=wall
x=0;y=3;tile=wall
x=1;y=3;tile=floor
x=2;y=3;tile=floor
x=3;y=3;tile=floor
x=4;y=3;tile=floor
x=5;y=3;tile=floor
x=6;y=3;tile=floor
x=7;y=3;tile=floor
x=8;y=3;tile=wall
x=0;y=4;tile=wall
x=1;y=4;tile=floor
x=2;y=4;tile=floor;entities=player:id=player
x=3;y=4;tile=floor
x=4;y=4;tile=floor
x=5;y=4;tile=floor
x=6;y=4;tile=floor
x=7;y=4;tile=floor;entities=nested:id=main_n1:ref=house
x=8;y=4;tile=wall
x=0;y=5;tile=wall
x=1;y=5;tile=floor
x=2;y=5;tile=floor
x=3;y=5;tile=floor
x=4;y=5;tile=floor
x=5;y=5;tile=floor
x=6;y=5;tile=floor
x=7;y=5;tile=floor
x=8;y=5;tile=wall
x=0;y=6;tile=wall
x=1;y=6;tile=floor
x=2;y=6;tile=floor
x=3;y=6;tile=floor
x=4;y=6;tile=floor
x=5;y=6;tile=floor
x=6;y=6;tile=floor
x=7;y=6;tile=floor
x=8;y=6;tile=wall
x=0;y=7;tile=wall
x=1;y=7;tile=floor
x=2;y=7;tile=floor
x=3;y=7;tile=floor
x=4;y=7;tile=floor
x=5;y=7;tile=floor
x=6;y=7;tile=floor
x=7;y=7;tile=floor
x=8;y=7;tile=wall
x=0;y=8;tile=wall
x=1;y=8;tile=wall
x=2;y=8;tile=wall
x=3;y=8;tile=wall
x=4;y=8;tile=wall
x=5;y=8;tile=wall
x=6;y=8;tile=wall
x=7;y=8;tile=wall
x=8;y=8;tile=wall

[level:house]
width=5
height=5
x=0;y=0;tile=wall
x=1;y=0;tile=wall
x=2;y=0;tile=wall
x=3;y=0;tile=wall
x=4;y=0;tile=wall
x=0;y=1;tile=wall
x=1;y=1;tile=floor
x=2;y=1;tile=floor
x=3;y=1;tile=goal
x=4;y=1;tile=wall
x=0;y=2;tile=floor
x=1;y=2;tile=floor
x=2;y=2;tile=floor;entities=crate:id=house_c1
x=3;y=2;tile=floor
x=4;y=2;tile=wall
x=0;y=3;tile=wall
x=1;y=3;tile=floor
x=2;y=3;tile=floor
x=3;y=3;tile=floor
x=4;y=3;tile=wall
x=0;y=4;tile=wall
x=1;y=4;tile=wall
x=2;y=4;tile=wall
x=3;y=4;tile=wall
x=4;y=4;tile=wall
[meta]
name=Special Delivery
author=Will + Claude

[level:main]
width=9
height=9
x=0;y=0;tile=wall
x=1;y=0;tile=wall
x=2;y=0;tile=wall
x=3;y=0;tile=wall
x=4;y=0;tile=wall
x=5;y=0;tile=wall
x=6;y=0;tile=wall
x=7;y=0;tile=wall
x=8;y=0;tile=wall
x=0;y=1;tile=wall
x=1;y=1;tile=floor
x=2;y=1;tile=floor
x=3;y=1;tile=floor
x=4;y=1;tile=floor
x=5;y=1;tile=floor
x=6;y=1;tile=floor
x=7;y=1;tile=floor
x=8;y=1;tile=wall
x=0;y=2;tile=wall
x=1;y=2;tile=floor
x=2;y=2;tile=floor
x=3;y=2;tile=floor
x=4;y=2;tile=floor
x=5;y=2;tile=floor
x=6;y=2;tile=floor
x=7;y=2;tile=floor
x=8;y=2;tile=wall
x=0;y=3;tile=wall
x=1;y=3;tile=floor
x=2;y=3;tile=floor
x=3;y=3;tile=floor
x=4;y=3;tile=floor
x=5;y=3;tile=floor
x=6;y=3;tile=floor
x=7;y=3;tile=floor
x=8;y=3;tile=wall
x=0;y=4;tile=wall
x=1;y=4;tile=floor
x=2;y=4;tile=floor;entities=player:id=player
x=3;y=4;tile=floor
x=4;y=4;tile=floor;entities=crate:id=main_c1
x=5;y=4;tile=floor
x=6;y=4;tile=floor
x=7;y=4;tile=floor;entities=nested:id=main_n1:ref=vault
x=8;y=4;tile=wall
x=0;y=5;tile=wall
x=1;y=5;tile=floor
x=2;y=5;tile=floor
x=3;y=5;tile=floor
x=4;y=5;tile=floor
x=5;y=5;tile=floor
x=6;y=5;tile=floor
x=7;y=5;tile=floor
x=8;y=5;tile=wall
x=0;y=6;tile=wall
x=1;y=6;tile=floor
x=2;y=6;tile=floor
x=3;y=6;tile=floor
x=4;y=6;tile=floor
x=5;y=6;tile=floor
x=6;y=6;tile=floor
x=7;y=6;tile=floor
x=8;y=6;tile=wall
x=0;y=7;tile=wall
x=1;y=7;tile=floor
x=2;y=7;tile=floor
x=3;y=7;tile=floor
x=4;y=7;tile=floor
x=5;y=7;tile=floor
x=6;y=7;tile=floor
x=7;y=7;tile=floor
x=8;y=7;tile=wall
x=0;y=8;tile=wall
x=1;y=8;tile=wall
x=2;y=8;tile=wall
x=3;y=8;tile=wall
x=4;y=8;tile=wall
x=5;y=8;tile=wall
x=6;y=8;tile=wall
x=7;y=8;tile=wall
x=8;y=8;tile=wall

[level:vault]
width=5
height=5
x=0;y=0;tile=wall
x=1;y=0;tile=wall
x=2;y=0;tile=wall
x=3;y=0;tile=wall
x=4;y=0;tile=wall
x=0;y=1;tile=wall
x=1;y=1;tile=floor
x=2;y=1;tile=floor
x=3;y=1;tile=floor
x=4;y=1;tile=wall
x=0;y=2;tile=floor
x=1;y=2;tile=floor
x=2;y=2;tile=floor
x=3;y=2;tile=floor
x=4;y=2;tile=wall
x=0;y=3;tile=wall
x=1;y=3;tile=floor
x=2;y=3;tile=floor
x=3;y=3;tile=goal
x=4;y=3;tile=wall
x=0;y=4;tile=wall
x=1;y=4;tile=wall
x=2;y=4;tile=wall
x=3;y=4;tile=wall
x=4;y=4;tile=wall
[meta]
name=Breaking Out
author=Will + Claude

[level:main]
width=9
height=9
x=0;y=0;tile=wall
x=1;y=0;tile=wall
x=2;y=0;tile=wall
x=3;y=0;tile=wall
x=4;y=0;tile=wall
x=5;y=0;tile=wall
x=6;y=0;tile=wall
x=7;y=0;tile=wall
x=8;y=0;tile=wall
x=0;y=1;tile=wall
x=1;y=1;tile=floor
x=2;y=1;tile=floor
x=3;y=1;tile=floor
x=4;y=1;tile=floor
x=5;y=1;tile=floor
x=6;y=1;tile=floor
x=7;y=1;tile=floor
x=8;y=1;tile=wall
x=0;y=2;tile=wall
x=1;y=2;tile=floor
x=2;y=2;tile=floor
x=3;y=2;tile=floor
x=4;y=2;tile=floor
x=5;y=2;tile=floor
x=6;y=2;tile=floor
x=7;y=2;tile=floor
x=8;y=2;tile=wall
x=0;y=3;tile=wall
x=1;y=3;tile=floor
x=2;y=3;tile=floor
x=3;y=3;tile=floor
x=4;y=3;tile=floor
x=5;y=3;tile=floor
x=6;y=3;tile=floor
x=7;y=3;tile=floor
x=8;y=3;tile=wall
x=0;y=4;tile=wall
x=1;y=4;tile=floor
x=2;y=4;tile=goal
x=3;y=4;tile=floor
x=4;y=4;tile=floor
x=5;y=4;tile=floor
x=6;y=4;tile=floor
x=7;y=4;tile=floor;entities=nested:id=main_n1:ref=cell
x=8;y=4;tile=wall
x=0;y=5;tile=wall
x=1;y=5;tile=floor
x=2;y=5;tile=floor
x=3;y=5;tile=floor
x=4;y=5;tile=floor
x=5;y=5;tile=floor
x=6;y=5;tile=floor
x=7;y=5;tile=floor
x=8;y=5;tile=wall
x=0;y=6;tile=wall
x=1;y=6;tile=floor
x=2;y=6;tile=floor
x=3;y=6;tile=floor
x=4;y=6;tile=floor
x=5;y=6;tile=floor
x=6;y=6;tile=floor
x=7;y=6;tile=floor
x=8;y=6;tile=wall
x=0;y=7;tile=wall
x=1;y=7;tile=floor
x=2;y=7;tile=floor;entities=player:id=player
x=3;y=7;tile=floor
x=4;y=7;tile=floor
x=5;y=7;tile=floor
x=6;y=7;tile=floor
x=7;y=7;tile=floor
x=8;y=7;tile=wall
x=0;y=8;tile=wall
x=1;y=8;tile=wall
x=2;y=8;tile=wall
x=3;y=8;tile=wall
x=4;y=8;tile=wall
x=5;y=8;tile=wall
x=6;y=8;tile=wall
x=7;y=8;tile=wall
x=8;y=8;tile=wall

[level:cell]
width=5
height=5
x=0;y=0;tile=wall
x=1;y=0;tile=wall
x=2;y=0;tile=wall
x=3;y=0;tile=wall
x=4;y=0;tile=wall
x=0;y=1;tile=wall
x=1;y=1;tile=floor
x=2;y=1;tile=floor
x=3;y=1;tile=floor
x=4;y=1;tile=wall
x=0;y=2;tile=floor
x=1;y=2;tile=floor
x=2;y=2;tile=floor;entities=crate:id=cell_c1
x=3;y=2;tile=floor
x=4;y=2;tile=wall
x=0;y=3;tile=wall
x=1;y=3;tile=floor
x=2;y=3;tile=floor
x=3;y=3;tile=floor
x=4;y=3;tile=wall
x=0;y=4;tile=wall
x=1;y=4;tile=wall
x=2;y=4;tile=wall
x=3;y=4;tile=wall
x=4;y=4;tile=wall
[meta]
name=Docking
author=Will + Claude

[level:main]
width=9
height=9
x=0;y=0;tile=wall
x=1;y=0;tile=wall
x=2;y=0;tile=wall
x=3;y=0;tile=wall
x=4;y=0;tile=wall
x=5;y=0;tile=wall
x=6;y=0;tile=wall
x=7;y=0;tile=wall
x=8;y=0;tile=wall
x=0;y=1;tile=wall
x=1;y=1;tile=floor
x=2;y=1;tile=floor
x=3;y=1;tile=floor
x=4;y=1;tile=floor
x=5;y=1;tile=floor
x=6;y=1;tile=floor
x=7;y=1;tile=floor
x=8;y=1;tile=wall
x=0;y=2;tile=wall
x=1;y=2;tile=floor
x=2;y=2;tile=floor
x=3;y=2;tile=floor
x=4;y=2;tile=floor
x=5;y=2;tile=floor
x=6;y=2;tile=floor
x=7;y=2;tile=floor
x=8;y=2;tile=wall
x=0;y=3;tile=wall
x=1;y=3;tile=floor
x=2;y=3;tile=floor
x=3;y=3;tile=floor
x=4;y=3;tile=floor
x=5;y=3;tile=floor
x=6;y=3;tile=floor
x=7;y=3;tile=floor
x=8;y=3;tile=wall
x=0;y=4;tile=wall
x=1;y=4;tile=floor
x=2;y=4;tile=floor;entities=player:id=player
x=3;y=4;tile=floor
x=4;y=4;tile=floor;entities=nested:id=main_n1:ref=den
x=5;y=4;tile=floor
x=6;y=4;tile=floor
x=7;y=4;tile=floor
x=8;y=4;tile=wall
x=0;y=5;tile=wall
x=1;y=5;tile=floor
x=2;y=5;tile=floor
x=3;y=5;tile=floor
x=4;y=5;tile=floor
x=5;y=5;tile=floor
x=6;y=5;tile=floor
x=7;y=5;tile=floor
x=8;y=5;tile=wall
x=0;y=6;tile=wall
x=1;y=6;tile=floor
x=2;y=6;tile=floor
x=3;y=6;tile=floor
x=4;y=6;tile=floor
x=5;y=6;tile=floor
x=6;y=6;tile=floor
x=7;y=6;tile=floor
x=8;y=6;tile=wall
x=0;y=7;tile=wall
x=1;y=7;tile=floor
x=2;y=7;tile=floor
x=3;y=7;tile=floor
x=4;y=7;tile=floor
x=5;y=7;tile=floor
x=6;y=7;tile=floor
x=7;y=7;tile=floor
x=8;y=7;tile=wall
x=0;y=8;tile=wall
x=1;y=8;tile=wall
x=2;y=8;tile=wall
x=3;y=8;tile=wall
x=4;y=8;tile=wall
x=5;y=8;tile=wall
x=6;y=8;tile=wall
x=7;y=8;tile=wall
x=8;y=8;tile=wall

[level:den]
width=5
height=5
x=0;y=0;tile=wall
x=1;y=0;tile=wall
x=2;y=0;tile=wall
x=3;y=0;tile=wall
x=4;y=0;tile=wall
x=0;y=1;tile=wall
x=1;y=1;tile=goal
x=2;y=1;tile=floor
x=3;y=1;tile=floor
x=4;y=1;tile=wall
x=0;y=2;tile=floor
x=1;y=2;tile=floor
x=2;y=2;tile=floor;entities=crate:id=den_c1
x=3;y=2;tile=floor
x=4;y=2;tile=wall
x=0;y=3;tile=wall
x=1;y=3;tile=floor
x=2;y=3;tile=floor
x=3;y=3;tile=floor
x=4;y=3;tile=wall
x=0;y=4;tile=wall
x=1;y=4;tile=wall
x=2;y=4;tile=wall
x=3;y=4;tile=wall
x=4;y=4;tile=wall
[meta]
name=The Tunnel
author=Will + Claude

[level:main]
width=11
height=11
x=0;y=0;tile=wall
x=1;y=0;tile=wall
x=2;y=0;tile=wall
x=3;y=0;tile=wall
x=4;y=0;tile=wall
x=5;y=0;tile=wall
x=6;y=0;tile=wall
x=7;y=0;tile=wall
x=8;y=0;tile=wall
x=9;y=0;tile=wall
x=10;y=0;tile=wall
x=0;y=1;tile=wall
x=1;y=1;tile=floor
x=2;y=1;tile=floor
x=3;y=1;tile=floor
x=4;y=1;tile=floor
x=5;y=1;tile=floor
x=6;y=1;tile=floor
x=7;y=1;tile=floor
x=8;y=1;tile=floor
x=9;y=1;tile=goal
x=10;y=1;tile=wall
x=0;y=2;tile=wall
x=1;y=2;tile=floor
x=2;y=2;tile=floor;entities=crate:id=main_c1
x=3;y=2;tile=floor
x=4;y=2;tile=floor
x=5;y=2;tile=floor
x=6;y=2;tile=floor
x=7;y=2;tile=floor
x=8;y=2;tile=floor
x=9;y=2;tile=floor
x=10;y=2;tile=wall
x=0;y=3;tile=wall
x=1;y=3;tile=floor
x=2;y=3;tile=floor
x=3;y=3;tile=floor
x=4;y=3;tile=floor
x=5;y=3;tile=floor
x=6;y=3;tile=floor
x=7;y=3;tile=floor
x=8;y=3;tile=floor
x=9;y=3;tile=floor
x=10;y=3;tile=wall
x=0;y=4;tile=wall
x=1;y=4;tile=wall
x=2;y=4;tile=wall
x=3;y=4;tile=wall
x=4;y=4;tile=wall
x=5;y=4;tile=wall
x=6;y=4;tile=wall
x=7;y=4;tile=floor
x=8;y=4;tile=wall
x=9;y=4;tile=wall
x=10;y=4;tile=wall
x=0;y=5;tile=wall
x=1;y=5;tile=floor
x=2;y=5;tile=floor
x=3;y=5;tile=floor
x=4;y=5;tile=floor
x=5;y=5;tile=floor
x=6;y=5;tile=floor
x=7;y=5;tile=floor;entities=nested:id=main_n1:ref=tunnel
x=8;y=5;tile=wall
x=9;y=5;tile=wall
x=10;y=5;tile=wall
x=0;y=6;tile=wall
x=1;y=6;tile=floor
x=2;y=6;tile=floor
x=3;y=6;tile=floor
x=4;y=6;tile=floor
x=5;y=6;tile=floor
x=6;y=6;tile=floor
x=7;y=6;tile=wall
x=8;y=6;tile=wall
x=9;y=6;tile=wall
x=10;y=6;tile=wall
x=0;y=7;tile=wall
x=1;y=7;tile=floor
x=2;y=7;tile=floor;entities=player:id=player
x=3;y=7;tile=floor
x=4;y=7;tile=floor
x=5;y=7;tile=floor
x=6;y=7;tile=floor
x=7;y=7;tile=floor
x=8;y=7;tile=floor
x=9;y=7;tile=floor
x=10;y=7;tile=wall
x=0;y=8;tile=wall
x=1;y=8;tile=floor
x=2;y=8;tile=floor
x=3;y=8;tile=floor
x=4;y=8;tile=floor
x=5;y=8;tile=floor
x=6;y=8;tile=floor
x=7;y=8;tile=floor
x=8;y=8;tile=floor
x=9;y=8;tile=floor
x=10;y=8;tile=wall
x=0;y=9;tile=wall
x=1;y=9;tile=floor
x=2;y=9;tile=floor
x=3;y=9;tile=floor
x=4;y=9;tile=floor
x=5;y=9;tile=floor
x=6;y=9;tile=floor
x=7;y=9;tile=floor
x=8;y=9;tile=floor
x=9;y=9;tile=floor
x=10;y=9;tile=wall
x=0;y=10;tile=wall
x=1;y=10;tile=wall
x=2;y=10;tile=wall
x=3;y=10;tile=wall
x=4;y=10;tile=wall
x=5;y=10;tile=wall
x=6;y=10;tile=wall
x=7;y=10;tile=wall
x=8;y=10;tile=wall
x=9;y=10;tile=wall
x=10;y=10;tile=wall

[level:tunnel]
width=5
height=5
x=0;y=0;tile=wall
x=1;y=0;tile=wall
x=2;y=0;tile=floor
x=3;y=0;tile=wall
x=4;y=0;tile=wall
x=0;y=1;tile=wall
x=1;y=1;tile=floor
x=2;y=1;tile=floor
x=3;y=1;tile=floor
x=4;y=1;tile=wall
x=0;y=2;tile=floor
x=1;y=2;tile=floor
x=2;y=2;tile=floor
x=3;y=2;tile=floor
x=4;y=2;tile=wall
x=0;y=3;tile=wall
x=1;y=3;tile=floor
x=2;y=3;tile=floor
x=3;y=3;tile=floor
x=4;y=3;tile=wall
x=0;y=4;tile=wall
x=1;y=4;tile=wall
x=2;y=4;tile=wall
x=3;y=4;tile=wall
x=4;y=4;tile=wall
[meta]
name=Wormhole
author=Will + Claude

[level:main]
width=11
height=11
x=0;y=0;tile=wall
x=1;y=0;tile=wall
x=2;y=0;tile=wall
x=3;y=0;tile=wall
x=4;y=0;tile=wall
x=5;y=0;tile=wall
x=6;y=0;tile=wall
x=7;y=0;tile=wall
x=8;y=0;tile=wall
x=9;y=0;tile=wall
x=10;y=0;tile=wall
x=0;y=1;tile=wall
x=1;y=1;tile=floor
x=2;y=1;tile=floor
x=3;y=1;tile=floor
x=4;y=1;tile=goal
x=5;y=1;tile=floor
x=6;y=1;tile=floor
x=7;y=1;tile=floor
x=8;y=1;tile=floor
x=9;y=1;tile=floor
x=10;y=1;tile=wall
x=0;y=2;tile=wall
x=1;y=2;tile=floor
x=2;y=2;tile=floor
x=3;y=2;tile=floor
x=4;y=2;tile=floor
x=5;y=2;tile=floor
x=6;y=2;tile=floor
x=7;y=2;tile=floor
x=8;y=2;tile=floor
x=9;y=2;tile=floor
x=10;y=2;tile=wall
x=0;y=3;tile=wall
x=1;y=3;tile=floor
x=2;y=3;tile=floor
x=3;y=3;tile=floor
x=4;y=3;tile=floor
x=5;y=3;tile=floor
x=6;y=3;tile=floor
x=7;y=3;tile=floor
x=8;y=3;tile=floor
x=9;y=3;tile=floor
x=10;y=3;tile=wall
x=0;y=4;tile=wall
x=1;y=4;tile=wall
x=2;y=4;tile=wall
x=3;y=4;tile=wall
x=4;y=4;tile=wall
x=5;y=4;tile=wall
x=6;y=4;tile=wall
x=7;y=4;tile=floor
x=8;y=4;tile=wall
x=9;y=4;tile=wall
x=10;y=4;tile=wall
x=0;y=5;tile=wall
x=1;y=5;tile=floor
x=2;y=5;tile=floor
x=3;y=5;tile=floor
x=4;y=5;tile=floor
x=5;y=5;tile=floor
x=6;y=5;tile=floor
x=7;y=5;tile=floor;entities=nested:id=main_n1:ref=hatch
x=8;y=5;tile=wall
x=9;y=5;tile=wall
x=10;y=5;tile=wall
x=0;y=6;tile=wall
x=1;y=6;tile=floor
x=2;y=6;tile=floor
x=3;y=6;tile=floor
x=4;y=6;tile=floor
x=5;y=6;tile=floor
x=6;y=6;tile=floor
x=7;y=6;tile=wall
x=8;y=6;tile=wall
x=9;y=6;tile=wall
x=10;y=6;tile=wall
x=0;y=7;tile=wall
x=1;y=7;tile=floor
x=2;y=7;tile=floor;entities=player:id=player
x=3;y=7;tile=floor;entities=crate:id=main_c1
x=4;y=7;tile=floor
x=5;y=7;tile=floor
x=6;y=7;tile=floor
x=7;y=7;tile=floor
x=8;y=7;tile=floor
x=9;y=7;tile=floor
x=10;y=7;tile=wall
x=0;y=8;tile=wall
x=1;y=8;tile=floor
x=2;y=8;tile=floor
x=3;y=8;tile=floor
x=4;y=8;tile=floor
x=5;y=8;tile=floor
x=6;y=8;tile=floor
x=7;y=8;tile=floor
x=8;y=8;tile=floor
x=9;y=8;tile=floor
x=10;y=8;tile=wall
x=0;y=9;tile=wall
x=1;y=9;tile=floor
x=2;y=9;tile=floor
x=3;y=9;tile=floor
x=4;y=9;tile=floor
x=5;y=9;tile=floor
x=6;y=9;tile=floor
x=7;y=9;tile=floor
x=8;y=9;tile=floor
x=9;y=9;tile=floor
x=10;y=9;tile=wall
x=0;y=10;tile=wall
x=1;y=10;tile=wall
x=2;y=10;tile=wall
x=3;y=10;tile=wall
x=4;y=10;tile=wall
x=5;y=10;tile=wall
x=6;y=10;tile=wall
x=7;y=10;tile=wall
x=8;y=10;tile=wall
x=9;y=10;tile=wall
x=10;y=10;tile=wall

[level:hatch]
width=5
height=5
x=0;y=0;tile=wall
x=1;y=0;tile=wall
x=2;y=0;tile=floor
x=3;y=0;tile=wall
x=4;y=0;tile=wall
x=0;y=1;tile=wall
x=1;y=1;tile=floor
x=2;y=1;tile=floor
x=3;y=1;tile=floor
x=4;y=1;tile=wall
x=0;y=2;tile=floor
x=1;y=2;tile=floor
x=2;y=2;tile=floor
x=3;y=2;tile=floor
x=4;y=2;tile=wall
x=0;y=3;tile=wall
x=1;y=3;tile=floor
x=2;y=3;tile=floor
x=3;y=3;tile=floor
x=4;y=3;tile=wall
x=0;y=4;tile=wall
x=1;y=4;tile=wall
x=2;y=4;tile=wall
x=3;y=4;tile=wall
x=4;y=4;tile=wall
[meta]
name=Mise en Abyme
author=Will + Claude

[level:main]
width=9
height=9
x=0;y=0;tile=wall
x=1;y=0;tile=wall
x=2;y=0;tile=wall
x=3;y=0;tile=wall
x=4;y=0;tile=wall
x=5;y=0;tile=wall
x=6;y=0;tile=wall
x=7;y=0;tile=wall
x=8;y=0;tile=wall
x=0;y=1;tile=wall
x=1;y=1;tile=floor
x=2;y=1;tile=floor
x=3;y=1;tile=floor
x=4;y=1;tile=floor
x=5;y=1;tile=floor
x=6;y=1;tile=floor
x=7;y=1;tile=floor
x=8;y=1;tile=wall
x=0;y=2;tile=wall
x=1;y=2;tile=floor
x=2;y=2;tile=floor
x=3;y=2;tile=floor
x=4;y=2;tile=floor
x=5;y=2;tile=floor
x=6;y=2;tile=wall
x=7;y=2;tile=wall
x=8;y=2;tile=wall
x=0;y=3;tile=wall
x=1;y=3;tile=floor
x=2;y=3;tile=floor;entities=player:id=player
x=3;y=3;tile=floor
x=4;y=3;tile=floor
x=5;y=3;tile=wall
x=6;y=3;tile=goal
x=7;y=3;tile=floor;entities=crate:id=main_c1
x=8;y=3;tile=floor
x=0;y=4;tile=wall
x=1;y=4;tile=floor
x=2;y=4;tile=floor
x=3;y=4;tile=floor
x=4;y=4;tile=floor
x=5;y=4;tile=floor
x=6;y=4;tile=wall
x=7;y=4;tile=wall
x=8;y=4;tile=wall
x=0;y=5;tile=wall
x=1;y=5;tile=floor
x=2;y=5;tile=floor
x=3;y=5;tile=floor
x=4;y=5;tile=floor
x=5;y=5;tile=floor
x=6;y=5;tile=floor
x=7;y=5;tile=floor
x=8;y=5;tile=wall
x=0;y=6;tile=wall
x=1;y=6;tile=floor;entities=nested:id=main_n1:ref=main
x=2;y=6;tile=floor
x=3;y=6;tile=floor
x=4;y=6;tile=floor
x=5;y=6;tile=floor
x=6;y=6;tile=floor
x=7;y=6;tile=floor
x=8;y=6;tile=wall
x=0;y=7;tile=wall
x=1;y=7;tile=floor
x=2;y=7;tile=floor
x=3;y=7;tile=floor
x=4;y=7;tile=floor
x=5;y=7;tile=floor
x=6;y=7;tile=floor
x=7;y=7;tile=floor
x=8;y=7;tile=wall
x=0;y=8;tile=wall
x=1;y=8;tile=wall
x=2;y=8;tile=wall
x=3;y=8;tile=wall
x=4;y=8;tile=wall
x=5;y=8;tile=wall
x=6;y=8;tile=wall
x=7;y=8;tile=wall
x=8;y=8;tile=wall
[meta]
name=Matryoshka
author=Will + Claude

[level:main]
width=9
