# Player
player: 6 8

# Three emitters at SAME height (all spawn tick 0)
emitter: 3 1
emitter: 6 1
emitter: 9 1

# Colorers initially at wrong heights - need symmetric arrangement
colorer: 3 5 red
colorer: 6 7 green   # Wrong! Must be at same height as others
colorer: 9 4 blue    # Wrong! Must be at same height as others

# Target: red green blue (all in one layer)
target: red green blue

# Walls creating channels (player must arrange colorers symmetrically)
wall: 0 0
wall: 12 0
wall: 0 11
wall: 12 11
wall: 2 0
wall: 2 1
wall: 2 2
wall: 5 0
wall: 5 1
wall: 5 2
wall: 7 0
wall: 7 1
wall: 7 2
wall: 10 0
wall: 10 1
wall: 10 2
# Test level for bin block
width: 10
height: 10

# Player
player: 1 0

# Emitters
emitter: 3 0

# NextColor machines
nextcolor: 3 2

# Bins
bin: 3 5

# Test level with two shrink machines
width: 15
height: 12

# Player
player: 1 0

# Emitters
emitter: 3 0
emitter: 8 0

# NextColor machines
nextcolor: 3 2
nextcolor: 8 2

# Shrink machines (2x2)
shrink: 2 5 0
shrink: 7 5 1

